START_DATE,Start Time,END_DATE,End time,CATEGORY,START,STOP,MILES,KM,PURPOSE,Ride Duration(Minutes) ,Ride Duration(Hour),Speed(Miles/hour),,,
29-02-2016,11:07:00 AM,29-02-2016,11:14:00 AM,Personal,Whitebridge,Westpark Place,2.1,3.3789,,00:07:00,0.116666667,18,,,
29-02-2016,11:30:00 AM,29-02-2016,11:40:00 AM,Business,Cary,Apex,3.8,6.1142,Meeting,00:10:00,0.166666667,22.8,,,
29-02-2016,12:36:00 PM,29-02-2016,12:48:00 PM,Business,Apex,Cary,5.6,9.0104,Meeting,00:12:00,0.2,28,,,
29-02-2016,02:55:00 PM,29-02-2016,03:03:00 PM,Business,Whitebridge,Hazelwood,2.6,4.1834,,00:08:00,0.133333333,19.5,,,
29-02-2016,04:40:00 PM,29-02-2016,05:00:00 PM,Business,Hazelwood,Whitebridge,6.6,10.6194,Customer Visit,00:20:00,0.333333333,19.8,,,
03-01-2016,06:47:00 PM,03-01-2016,07:10:00 PM,Business,Whitebridge,Wayne Ridge,8,12.872,Meal/Entertain,00:23:00,0.383333333,20.86956522,,,
03-01-2016,09:27:00 PM,03-01-2016,09:45:00 PM,Business,Wayne Ridge,Whitebridge,8,12.872,Meeting,00:18:00,0.3,26.66666667,,,
03-03-2016,09:45:00 AM,03-03-2016,09:52:00 AM,Personal,Whitebridge,Westpark Place,2.2,3.5398,,00:07:00,0.116666667,18.85714286,,,
03-03-2016,11:04:00 AM,03-03-2016,11:10:00 AM,Business,Westpark Place,Whitebridge,2.3,3.7007,Errand/Supplies,00:06:00,0.1,23,,,
03-03-2016,02:44:00 PM,03-03-2016,02:58:00 PM,Business,Whitebridge,Northwoods,5.2,8.3668,Meal/Entertain,00:14:00,0.233333333,22.28571429,,,
03-03-2016,03:27:00 PM,03-03-2016,03:48:00 PM,Business,Cary,Raleigh,7.6,12.2284,Customer Visit,00:21:00,0.35,21.71428571,,,
03-03-2016,04:02:00 PM,03-03-2016,04:42:00 PM,Business,Raleigh,Cary,17.3,27.8357,Meeting,00:40:00,0.666666667,25.95,,,
03-04-2016,07:47:00 AM,03-04-2016,08:06:00 AM,Business,Cary,Durham,9.9,15.9291,Meeting,00:19:00,0.316666667,31.26315789,,,
03-04-2016,09:46:00 AM,03-04-2016,10:03:00 AM,Business,Durham,Cary,9.9,15.9291,Customer Visit,00:17:00,0.283333333,34.94117647,,,
03-04-2016,11:46:00 AM,03-04-2016,12:06:00 PM,Business,Cary,Durham,10.4,16.7336,Meeting,00:20:00,0.333333333,31.2,,,
03-04-2016,01:03:00 PM,03-04-2016,01:25:00 PM,Business,Durham,Cary,10.9,17.5381,Meeting,00:22:00,0.366666667,29.72727273,,,
03-04-2016,01:40:00 PM,03-04-2016,02:09:00 PM,Business,Cary,Raleigh,15.7,25.2613,Customer Visit,00:29:00,0.483333333,32.48275862,,,
03-04-2016,03:56:00 PM,03-04-2016,04:08:00 PM,Business,Raleigh,Raleigh,4.9,7.8841,Meal/Entertain,00:12:00,0.2,24.5,,,
03-04-2016,04:16:00 PM,03-04-2016,04:22:00 PM,Business,Fayetteville Street,Depot Historic District,0.8,1.2872,Errand/Supplies,00:06:00,0.1,8,,,
03-04-2016,04:43:00 PM,03-04-2016,05:12:00 PM,Business,Raleigh,Cary,13.5,21.7215,Meeting,00:29:00,0.483333333,27.93103448,,,
03-04-2016,07:02:00 PM,03-04-2016,07:08:00 PM,Business,Cary,Morrisville,1.9,3.0571,Temporary Site,00:06:00,0.1,19,,,
03-04-2016,07:16:00 PM,03-04-2016,07:25:00 PM,Business,Morrisville,Cary,2,3.218,Meal/Entertain,00:09:00,0.15,13.33333333,,,
03-05-2016,11:44:00 AM,03-05-2016,11:59:00 AM,Business,Cary,Morrisville,6.5,10.4585,Meal/Entertain,00:15:00,0.25,26,,,
03-05-2016,12:57:00 PM,03-05-2016,01:12:00 PM,Personal,Weston,Weston,4.2,6.7578,,00:15:00,0.25,16.8,,,
03-05-2016,02:08:00 PM,03-05-2016,02:18:00 PM,Personal,Morrisville,Cary,3.5,5.6315,,00:10:00,0.166666667,21,,,
03-05-2016,02:39:00 PM,03-05-2016,03:01:00 PM,Business,Whitebridge,Wayne Ridge,7.8,12.5502,Meal/Entertain,00:22:00,0.366666667,21.27272727,,,
03-05-2016,04:52:00 PM,03-05-2016,05:13:00 PM,Business,Cary,Morrisville,7.8,12.5502,Meal/Entertain,00:21:00,0.35,22.28571429,,,
03-05-2016,05:23:00 PM,03-05-2016,05:34:00 PM,Business,Morrisville,Cary,3.9,6.2751,Meal/Entertain,00:11:00,0.183333333,21.27272727,,,
03-07-2016,09:10:00 AM,03-07-2016,09:20:00 AM,Business,Whitebridge,Edgehill Farms,2.8,4.5052,Errand/Supplies,00:10:00,0.166666667,16.8,,,
03-07-2016,09:23:00 AM,03-07-2016,09:47:00 AM,Business,Cary,Raleigh,12.4,19.9516,Customer Visit,00:24:00,0.4,31,,,
03-07-2016,12:10:00 PM,03-07-2016,12:26:00 PM,Business,Fayetteville Street,Meredith Townes,5.9,9.4931,Customer Visit,00:16:00,0.266666667,22.125,,,
03-07-2016,01:57:00 PM,03-07-2016,02:18:00 PM,Business,Meredith Townes,Leesville Hollow,9.4,15.1246,Meeting,00:21:00,0.35,26.85714286,,,
03-07-2016,03:19:00 PM,03-07-2016,03:45:00 PM,Business,Raleigh,Cary,11.9,19.1471,Between Offices,00:26:00,0.433333333,27.46153846,,,
03-08-2016,02:38:00 PM,03-08-2016,02:55:00 PM,Business,Whitebridge,Waverly Place,7.2,11.5848,Between Offices,00:17:00,0.283333333,25.41176471,,,
03-08-2016,03:35:00 PM,03-08-2016,04:00:00 PM,Business,Waverly Place,Whitebridge,7.6,12.2284,Meal/Entertain,00:25:00,0.416666667,18.24,,,
03-08-2016,04:13:00 PM,03-08-2016,04:25:00 PM,Personal,Whitebridge,Whitebridge,1.6,2.5744,,00:12:00,0.2,8,,,
03-10-2016,03:36:00 AM,03-10-2016,03:53:00 AM,Business,Cary,Morrisville,8.4,13.5156,Meeting,00:17:00,0.283333333,29.64705882,,,
03-10-2016,10:08:00 AM,03-10-2016,10:37:00 AM,Business,East Austin,West University,12.8,20.5952,Meeting,00:29:00,0.483333333,26.48275862,,,
03-10-2016,02:39:00 PM,03-10-2016,02:55:00 PM,Business,West University,South Congress,2.3,3.7007,,00:16:00,0.266666667,8.625,,,
03-10-2016,04:18:00 PM,03-10-2016,04:28:00 PM,Business,South Congress,Arts District,1.6,2.5744,,00:10:00,0.166666667,9.6,,,
03-11-2016,09:47:00 AM,03-11-2016,09:59:00 AM,Business,The Drag,Congress Ave District,2,3.218,Meal/Entertain,00:12:00,0.2,10,,,
03-11-2016,10:29:00 AM,03-11-2016,10:36:00 AM,Business,Congress Ave District,Downtown,0.8,1.2872,,00:07:00,0.116666667,6.857142857,,,
03-11-2016,11:57:00 AM,03-11-2016,12:04:00 PM,Business,Downtown,Red River District,1.2,1.9308,,00:07:00,0.116666667,10.28571429,,,
03-11-2016,01:43:00 PM,03-11-2016,01:51:00 PM,Business,Red River District,Downtown,1,1.609,,00:08:00,0.133333333,7.5,,,
03-11-2016,07:21:00 PM,03-11-2016,07:35:00 PM,Business,South Congress,The Drag,2.1,3.3789,,00:14:00,0.233333333,9,,,
03-12-2016,09:13:00 AM,03-12-2016,09:22:00 AM,Business,The Drag,South Congress,2.2,3.5398,,00:09:00,0.15,14.66666667,,,
03-12-2016,06:27:00 PM,03-12-2016,06:37:00 PM,Personal,South Congress,The Drag,1.9,3.0571,,00:10:00,0.166666667,11.4,,,
13-03-2016,09:07:00 AM,13-03-2016,09:37:00 AM,Business,The Drag,Convention Center District,5.7,9.1713,Meal/Entertain,00:30:00,0.5,11.4,,,
13-03-2016,06:23:00 PM,13-03-2016,06:43:00 PM,Business,South Congress,North Austin,8.4,13.5156,Meal/Entertain,00:20:00,0.333333333,25.2,,,
13-03-2016,08:07:00 PM,13-03-2016,08:28:00 PM,Business,Georgian Acres,The Drag,6.2,9.9758,Meal/Entertain,00:21:00,0.35,17.71428571,,,
13-03-2016,08:39:00 PM,13-03-2016,08:58:00 PM,Business,The Drag,North Austin,10.5,16.8945,Meal/Entertain,00:19:00,0.316666667,33.15789474,,,
13-03-2016,09:11:00 PM,13-03-2016,09:23:00 PM,Business,North Austin,Coxville,7.2,11.5848,Meal/Entertain,00:12:00,0.2,36,,,
13-03-2016,10:19:00 PM,13-03-2016,10:39:00 PM,Business,Coxville,The Drag,12.5,20.1125,,00:20:00,0.333333333,37.5,,,
14-03-2016,08:34:00 AM,14-03-2016,08:49:00 AM,Business,The Drag,South Congress,2,3.218,Errand/Supplies,00:15:00,0.25,8,,,
14-03-2016,06:39:00 PM,14-03-2016,06:55:00 PM,Business,South Congress,The Drag,2.7,4.3443,,00:16:00,0.266666667,10.125,,,
15-03-2016,08:45:00 AM,15-03-2016,08:57:00 AM,Business,The Drag,Convention Center District,2,3.218,Meal/Entertain,00:12:00,0.2,10,,,
15-03-2016,08:48:00 PM,15-03-2016,09:01:00 PM,Business,Downtown,The Drag,2.8,4.5052,Meal/Entertain,00:13:00,0.216666667,12.92307692,,,
16-03-2016,11:34:00 AM,16-03-2016,11:45:00 AM,Business,The Drag,Congress Ave District,1.7,2.7353,Meal/Entertain,00:11:00,0.183333333,9.272727273,,,
16-03-2016,02:44:00 PM,16-03-2016,02:55:00 PM,Business,Convention Center District,West University,2,3.218,,00:11:00,0.183333333,10.90909091,,,
16-03-2016,06:43:00 PM,16-03-2016,06:56:00 PM,Business,West University,Congress Ave District,2.1,3.3789,Meal/Entertain,00:13:00,0.216666667,9.692307692,,,
17-03-2016,12:33:00 AM,17-03-2016,12:44:00 AM,Personal,Downtown,The Drag,1.7,2.7353,,00:11:00,0.183333333,9.272727273,,,
17-03-2016,12:52:00 PM,17-03-2016,03:11:00 PM,Business,Austin,Katy,136,218.824,Customer Visit,02:19:00,2.316666667,58.70503597,,,
17-03-2016,03:16:00 PM,17-03-2016,03:58:00 PM,Business,Katy,Houston,30.2,48.5918,Meeting,00:42:00,0.7,43.14285714,,,
17-03-2016,05:20:00 PM,17-03-2016,06:02:00 PM,Business,Midtown,Alief,15.5,24.9395,Meal/Entertain,00:42:00,0.7,22.14285714,,,
17-03-2016,06:47:00 PM,17-03-2016,07:09:00 PM,Personal,Houston,Houston,4.9,7.8841,,00:22:00,0.366666667,13.36363636,,,
17-03-2016,08:57:00 PM,17-03-2016,09:28:00 PM,Personal,Houston,Houston,12.6,20.2734,,00:31:00,0.516666667,24.38709677,,,
17-03-2016,09:48:00 PM,17-03-2016,10:04:00 PM,Personal,Sharpstown,Midtown,10.4,16.7336,,00:16:00,0.266666667,39,,,
18-03-2016,07:15:00 AM,18-03-2016,07:21:00 AM,Business,Midtown,Midtown,1.1,1.7699,Meal/Entertain,00:06:00,0.1,11,,,
18-03-2016,08:35:00 AM,18-03-2016,08:43:00 AM,Business,Midtown,Midtown,1.1,1.7699,Meal/Entertain,00:08:00,0.133333333,8.25,,,
18-03-2016,06:24:00 PM,18-03-2016,07:08:00 PM,Business,Midtown,Sharpstown,13.2,21.2388,Meeting,00:44:00,0.733333333,18,,,
18-03-2016,07:23:00 PM,18-03-2016,07:29:00 PM,Business,Sharpstown,Sharpstown,1,1.609,Errand/Supplies,00:06:00,0.1,10,,,
18-03-2016,09:01:00 PM,18-03-2016,09:15:00 PM,Business,Sharpstown,Midtown,9.2,14.8028,Customer Visit,00:14:00,0.233333333,39.42857143,,,
19-03-2016,09:10:00 AM,19-03-2016,09:25:00 AM,Business,Midtown,Sharpstown,9.4,15.1246,Meal/Entertain,00:15:00,0.25,37.6,,,
19-03-2016,12:50:00 PM,19-03-2016,01:13:00 PM,Business,Houston,Sugar Land,12,19.308,Customer Visit,00:23:00,0.383333333,31.30434783,,,
19-03-2016,02:01:00 PM,19-03-2016,02:57:00 PM,Business,Sugar Land,Houston,35.1,56.4759,Customer Visit,00:56:00,0.933333333,37.60714286,,,
19-03-2016,03:34:00 PM,19-03-2016,04:38:00 PM,Business,Houston,Galveston,36.5,58.7285,Meal/Entertain,01:04:00,1.066666667,34.21875,,,
19-03-2016,05:17:00 PM,19-03-2016,05:32:00 PM,Business,Galveston,Port Bolivar,3.1,4.9879,Meal/Entertain,00:15:00,0.25,12.4,,,
19-03-2016,05:37:00 PM,19-03-2016,05:47:00 PM,Business,Port Bolivar,Port Bolivar,2.1,3.3789,Errand/Supplies,00:10:00,0.166666667,12.6,,,
19-03-2016,05:52:00 PM,19-03-2016,06:00:00 PM,Business,Port Bolivar,Port Bolivar,1.2,1.9308,,00:08:00,0.133333333,9,,,
19-03-2016,06:53:00 PM,19-03-2016,07:29:00 PM,Business,Port Bolivar,Galveston,7.5,12.0675,Meeting,00:36:00,0.6,12.5,,,
19-03-2016,07:33:00 PM,19-03-2016,08:39:00 PM,Business,Galveston,Houston,57,91.713,Customer Visit,01:06:00,1.1,51.81818182,,,
20-03-2016,07:37:00 AM,20-03-2016,07:48:00 AM,Business,Midtown,Washington Avenue,5.9,9.4931,Meeting,00:11:00,0.183333333,32.18181818,,,
20-03-2016,11:42:00 AM,20-03-2016,11:56:00 AM,Business,Washington Avenue,Midtown,6.2,9.9758,Meeting,00:14:00,0.233333333,26.57142857,,,
20-03-2016,05:08:00 PM,20-03-2016,05:34:00 PM,Business,Midtown,Sharpstown,10.4,16.7336,,00:26:00,0.433333333,24,,,
20-03-2016,06:34:00 PM,20-03-2016,06:40:00 PM,Personal,Sharpstown,Briar Meadow,1.2,1.9308,,00:06:00,0.1,12,,,
20-03-2016,06:45:00 PM,20-03-2016,07:06:00 PM,Business,Briar Meadow,Midtown,9.6,15.4464,Customer Visit,00:21:00,0.35,27.42857143,,,
21-03-2016,10:21:00 AM,21-03-2016,10:26:00 AM,Personal,Midtown,Downtown,1,1.609,,00:05:00,0.083333333,12,,,
21-03-2016,04:05:00 PM,21-03-2016,04:13:00 PM,Business,Downtown,Midtown,0.9,1.4481,Meal/Entertain,00:08:00,0.133333333,6.75,,,
21-03-2016,06:59:00 PM,21-03-2016,07:15:00 PM,Business,Midtown,Sharpstown,8.8,14.1592,,00:16:00,0.266666667,33,,,
21-03-2016,08:18:00 PM,21-03-2016,08:55:00 PM,Business,Sharpstown,Midtown,25.6,41.1904,Meal/Entertain,00:37:00,0.616666667,41.51351351,,,
22-03-2016,06:17:00 AM,22-03-2016,06:43:00 AM,Business,Midtown,Greater Greenspoint,23,37.007,Meal/Entertain,00:26:00,0.433333333,53.07692308,,,
22-03-2016,12:06:00 PM,22-03-2016,12:24:00 PM,Personal,Morrisville,Cary,8.1,13.0329,,00:18:00,0.3,27,,,
22-03-2016,07:12:00 PM,22-03-2016,07:25:00 PM,Personal,Whitebridge,Whitebridge,1.4,2.2526,,00:13:00,0.216666667,6.461538462,,,
23-03-2016,02:37:00 PM,23-03-2016,02:42:00 PM,Personal,Whitebridge,Preston,1.7,2.7353,,00:05:00,0.083333333,20.4,,,
23-03-2016,02:53:00 PM,23-03-2016,02:59:00 PM,Personal,Preston,Whitebridge,1.6,2.5744,,00:06:00,0.1,16,,,
24-03-2016,07:47:00 PM,24-03-2016,07:54:00 PM,Personal,Whitebridge,Westpark Place,2,3.218,,00:07:00,0.116666667,17.14285714,,,
24-03-2016,08:34:00 PM,24-03-2016,08:40:00 PM,Business,Westpark Place,Whitebridge,2.2,3.5398,,00:06:00,0.1,22,,,
25-03-2016,01:24:00 PM,25-03-2016,04:22:00 PM,Business,Cary,Latta,144,231.696,Customer Visit,02:58:00,2.966666667,48.53932584,,,
25-03-2016,04:52:00 PM,25-03-2016,10:22:00 PM,Business,Latta,Jacksonville,310.3,499.2727,Customer Visit,05:30:00,5.5,56.41818182,,,
25-03-2016,10:54:00 PM,26-03-2016,01:39:00 AM,Business,Jacksonville,Kissimmee,201,323.409,Meeting,02:45:00,2.75,73.09090909,,,
26-03-2016,02:05:00 PM,26-03-2016,02:29:00 PM,Personal,Couples Glen,Isles of Buena Vista,6.7,10.7803,,00:24:00,0.4,16.75,,,
26-03-2016,03:19:00 PM,26-03-2016,03:49:00 PM,Personal,Kissimmee,Orlando,8.8,14.1592,,00:30:00,0.5,17.6,,,
26-03-2016,04:26:00 PM,26-03-2016,04:30:00 PM,Personal,Lake Reams,Lake Reams,1.2,1.9308,,00:04:00,0.066666667,18,,,
27-03-2016,12:31:00 AM,27-03-2016,12:40:00 AM,Business,Lake Reams,Lake Reams,2.1,3.3789,Errand/Supplies,00:09:00,0.15,14,,,
27-03-2016,01:11:00 AM,27-03-2016,01:23:00 AM,Business,Orlando,Kissimmee,6.6,10.6194,Meal/Entertain,00:12:00,0.2,33,,,
27-03-2016,03:31:00 PM,27-03-2016,03:56:00 PM,Business,Kissimmee,Orlando,6.1,9.8149,Customer Visit,00:25:00,0.416666667,14.64,,,
27-03-2016,09:26:00 PM,27-03-2016,09:41:00 PM,Personal,Orlando,Orlando,6.9,11.1021,,00:15:00,0.25,27.6,,,
27-03-2016,11:04:00 PM,27-03-2016,11:18:00 PM,Personal,Orlando,Kissimmee,7.3,11.7457,,00:14:00,0.233333333,31.28571429,,,
28-03-2016,12:29:00 PM,28-03-2016,12:42:00 PM,Personal,Kissimmee,Orlando,3.6,5.7924,,00:13:00,0.216666667,16.61538462,,,
28-03-2016,07:30:00 PM,28-03-2016,08:23:00 PM,Personal,Couples Glen,Vista East,27.2,43.7648,,00:53:00,0.883333333,30.79245283,,,
28-03-2016,10:55:00 PM,28-03-2016,11:26:00 PM,Personal,Orlando,Kissimmee,25.7,41.3513,,00:31:00,0.516666667,49.74193548,,,
29-03-2016,03:27:00 PM,29-03-2016,04:11:00 PM,Personal,Kissimmee,Orlando,13.6,21.8824,,00:44:00,0.733333333,18.54545455,,,
29-03-2016,06:20:00 PM,29-03-2016,06:39:00 PM,Personal,Sand Lake Commons,Sky Lake,6.2,9.9758,,00:19:00,0.316666667,19.57894737,,,
29-03-2016,08:29:00 PM,29-03-2016,08:44:00 PM,Personal,Sky Lake,Sand Lake Commons,6,9.654,,00:15:00,0.25,24,,,
29-03-2016,11:04:00 PM,29-03-2016,11:21:00 PM,Personal,Orlando,Kissimmee,13.8,22.2042,,00:17:00,0.283333333,48.70588235,,,
30-03-2016,10:05:00 PM,30-03-2016,10:55:00 PM,Business,Orlando,Kissimmee,28.8,46.3392,Meal/Entertain,00:50:00,0.833333333,34.56,,,
31-03-2016,12:47:00 PM,31-03-2016,01:22:00 PM,Business,Kissimmee,Orlando,16.1,25.9049,Temporary Site,00:35:00,0.583333333,27.6,,,
13-03-2016,09:08:00 AM,31-03-2016,03:09:00 PM,Business,Orlando,Kissimmee,16.4,26.3876,Meal/Entertain,06:01:00,6.016666667,2.725761773,,,
04-01-2016,01:43:00 PM,04-01-2016,02:01:00 PM,Business,Kissimmee,Kissimmee,11,17.699,Meeting,00:18:00,0.3,36.66666667,,,
04-01-2016,02:36:00 PM,04-01-2016,03:24:00 PM,Business,Kissimmee,Orlando,15.5,24.9395,Customer Visit,00:48:00,0.8,19.375,,,
04-01-2016,04:01:00 PM,04-01-2016,04:49:00 PM,Business,Orlando,Kissimmee,20.3,32.6627,Meeting,00:48:00,0.8,25.375,,,
04-01-2016,04:52:00 PM,04-01-2016,04:57:00 PM,Personal,Kissimmee,Kissimmee,0.7,1.1263,,00:05:00,0.083333333,8.4,,,
04-02-2016,08:48:00 AM,04-02-2016,09:04:00 AM,Personal,Kissimmee,Kissimmee,5.5,8.8495,,00:16:00,0.266666667,20.625,,,
04-02-2016,11:01:00 AM,04-02-2016,11:16:00 AM,Personal,Kissimmee,Kissimmee,5.1,8.2059,,00:15:00,0.25,20.4,,,
04-02-2016,12:21:00 PM,04-02-2016,02:47:00 PM,Business,Kissimmee,Daytona Beach,77.3,124.3757,Customer Visit,02:26:00,2.433333333,31.76712329,,,
04-02-2016,04:57:00 PM,04-02-2016,06:09:00 PM,Business,Daytona Beach,Jacksonville,80.5,129.5245,Customer Visit,01:12:00,1.2,67.08333333,,,
04-02-2016,07:38:00 PM,04-02-2016,10:36:00 PM,Business,Jacksonville,Ridgeland,174.2,280.2878,Customer Visit,02:58:00,2.966666667,58.71910112,,,
04-02-2016,11:11:00 PM,04-03-2016,01:34:00 AM,Business,Ridgeland,Florence,144,231.696,Meeting,02:23:00,2.383333333,60.41958042,,,
04-03-2016,02:00:00 AM,04-03-2016,04:16:00 AM,Business,Florence,Cary,159.3,256.3137,Meeting,02:16:00,2.266666667,70.27941176,,,
04-05-2016,09:39:00 PM,04-05-2016,09:55:00 PM,Business,Whitebridge,Wayne Ridge,7.9,12.7111,Meal/Entertain,00:16:00,0.266666667,29.625,,,
04-06-2016,12:19:00 AM,04-06-2016,12:39:00 AM,Business,Wayne Ridge,Whitebridge,8,12.872,Meal/Entertain,00:20:00,0.333333333,24,,,
04-07-2016,06:20:00 PM,04-07-2016,06:39:00 PM,Business,Cary,Morrisville,6.1,9.8149,Meal/Entertain,00:19:00,0.316666667,19.26315789,,,
04-07-2016,07:45:00 PM,04-07-2016,08:00:00 PM,Business,Morrisville,Cary,6.1,9.8149,Errand/Supplies,00:15:00,0.25,24.4,,,
04-08-2016,12:30:00 PM,04-08-2016,12:48:00 PM,Business,Cary,Durham,10.5,16.8945,Meeting,00:18:00,0.3,35,,,
04-08-2016,01:34:00 PM,04-08-2016,01:51:00 PM,Business,Durham,Cary,8.7,13.9983,Meal/Entertain,00:17:00,0.283333333,30.70588235,,,
04-08-2016,01:55:00 PM,04-08-2016,02:03:00 PM,Business,Westpark Place,Whitebridge,1.8,2.8962,Errand/Supplies,00:08:00,0.133333333,13.5,,,
04-08-2016,02:43:00 PM,04-08-2016,03:20:00 PM,Business,Cary,Raleigh,19.1,30.7319,Meeting,00:37:00,0.616666667,30.97297297,,,
04-08-2016,04:05:00 PM,04-08-2016,04:47:00 PM,Business,Raleigh,Cary,18.6,29.9274,Meeting,00:42:00,0.7,26.57142857,,,
04-12-2016,09:15:00 AM,04-12-2016,09:26:00 AM,Business,Whitebridge,Edgehill Farms,2.8,4.5052,Errand/Supplies,00:11:00,0.183333333,15.27272727,,,
04-12-2016,09:34:00 AM,04-12-2016,09:53:00 AM,Business,Cary,Raleigh,8.9,14.3201,Meeting,00:19:00,0.316666667,28.10526316,,,
04-12-2016,10:58:00 AM,04-12-2016,11:18:00 AM,Business,Meredith,Cedar Hill,7.5,12.0675,Customer Visit,00:20:00,0.333333333,22.5,,,
04-12-2016,12:22:00 PM,04-12-2016,12:44:00 PM,Business,Raleigh,Morrisville,15.9,25.5831,Meeting,00:22:00,0.366666667,43.36363636,,,
04-12-2016,01:42:00 PM,04-12-2016,02:01:00 PM,Business,Morrisville,Cary,6.5,10.4585,Meal/Entertain,00:19:00,0.316666667,20.52631579,,,
14-04-2016,07:29:00 AM,14-04-2016,08:09:00 AM,Business,Cary,Holly Springs,15.3,24.6177,Temporary Site,00:40:00,0.666666667,22.95,,,
14-04-2016,07:30:00 AM,14-04-2016,04:43:00 PM,Business,Holly Springs,Cary,13.7,22.0433,Temporary Site,09:13:00,9.216666667,1.486437613,,,
14-04-2016,07:31:00 AM,15-04-2016,12:07:00 PM,Business,Cary,Raleigh,11.9,19.1471,Temporary Site,04:36:00,4.6,2.586956522,,,
14-04-2016,07:32:00 AM,15-04-2016,12:32:00 PM,Business,Meredith Townes,Harden Place,1.4,2.2526,Errand/Supplies,05:00:00,5,0.28,,,
14-04-2016,07:33:00 AM,15-04-2016,03:01:00 PM,Business,Raleigh,Cary,15.2,24.4568,Meeting,07:28:00,7.466666667,2.035714286,,,
14-04-2016,07:34:00 AM,16-04-2016,01:17:00 PM,Business,Cary,Morrisville,6,9.654,Errand/Supplies,05:43:00,5.716666667,1.049562682,,,
14-04-2016,07:35:00 AM,16-04-2016,03:26:00 PM,Business,Morrisville,Cary,6.1,9.8149,Meal/Entertain,07:51:00,7.85,0.777070064,,,
14-04-2016,07:36:00 AM,19-04-2016,06:08:00 PM,Business,Whitebridge,Wayne Ridge,8.2,13.1938,Meal/Entertain,10:32:00,10.53333333,0.778481013,,,
14-04-2016,07:37:00 AM,19-04-2016,08:19:00 PM,Business,Wayne Ridge,Whitebridge,8,12.872,Meal/Entertain,12:42:00,12.7,0.62992126,,,
14-04-2016,07:38:00 AM,22-04-2016,09:04:00 AM,Business,Cary,Raleigh,13.6,21.8824,Meeting,01:26:00,1.433333333,9.488372093,,,
14-04-2016,07:39:00 AM,22-04-2016,10:40:00 AM,Business,Raleigh,Cary,22.5,36.2025,Meeting,03:01:00,3.016666667,7.458563536,,,
14-04-2016,07:40:00 AM,22-04-2016,12:28:00 PM,Business,Cary,Durham,10.4,16.7336,Meeting,04:48:00,4.8,2.166666667,,,
14-04-2016,07:41:00 AM,22-04-2016,01:26:00 PM,Business,Durham,Cary,10,16.09,Meeting,05:45:00,5.75,1.739130435,,,
14-04-2016,07:42:00 AM,23-04-2016,05:16:00 PM,Business,Whitebridge,Tanglewood,6,9.654,Meal/Entertain,09:34:00,9.566666667,0.6271777,,,
14-04-2016,07:43:00 AM,23-04-2016,07:05:00 PM,Business,Tanglewood,Whitebridge,6.5,10.4585,Meal/Entertain,11:22:00,11.36666667,0.571847507,,,
14-04-2016,07:44:00 AM,24-04-2016,07:16:00 PM,Business,Cary,Morrisville,3.1,4.9879,Errand/Supplies,11:32:00,11.53333333,0.268786127,,,
14-04-2016,07:45:00 AM,24-04-2016,07:52:00 PM,Business,Chessington,Chessington,1.9,3.0571,Errand/Supplies,12:07:00,12.11666667,0.156808803,,,
14-04-2016,07:46:00 AM,24-04-2016,09:50:00 PM,Business,Morrisville,Cary,4.2,6.7578,Between Offices,14:04:00,14.06666667,0.298578199,,,
14-04-2016,07:47:00 AM,27-04-2016,01:40:00 PM,Business,Whitebridge,Burtrose,4.9,7.8841,Between Offices,05:53:00,5.883333333,0.83286119,,,
14-04-2016,07:48:00 AM,27-04-2016,02:25:00 PM,Business,Burtrose,Whitebridge,4.8,7.7232,Between Offices,06:37:00,6.616666667,0.725440806,,,
14-04-2016,07:49:00 AM,28-04-2016,12:34:00 PM,Business,Cary,Raleigh,12.4,19.9516,Customer Visit,04:45:00,4.75,2.610526316,,,
14-04-2016,07:50:00 AM,28-04-2016,01:49:00 PM,Business,Raleigh,Cary,32.8,52.7752,Customer Visit,05:59:00,5.983333333,5.48189415,,,
14-04-2016,07:51:00 AM,28-04-2016,10:28:00 PM,Business,Morrisville,Cary,5.5,8.8495,Customer Visit,14:37:00,14.61666667,0.376282782,,,
14-04-2016,07:52:00 AM,29-04-2016,12:01:00 PM,Business,Cary,Durham,9.9,15.9291,Meeting,04:09:00,4.15,2.385542169,,,
14-04-2016,07:53:00 AM,29-04-2016,01:34:00 PM,Business,Durham,Cary,10,16.09,Meeting,05:41:00,5.683333333,1.759530792,,,
14-04-2016,07:54:00 AM,29-04-2016,07:18:00 PM,Business,Cary,Durham,14.2,22.8478,Customer Visit,11:24:00,11.4,1.245614035,,,
14-04-2016,07:55:00 AM,29-04-2016,11:19:00 PM,Business,Durham,Cary,18.2,29.2838,Meeting,15:24:00,15.4,1.181818182,,,
14-04-2016,07:56:00 AM,30-04-2016,06:57:00 PM,Business,Whitebridge,Waverly Place,7.7,12.3893,Meal/Entertain,11:01:00,11.01666667,0.698940998,,,
14-04-2016,07:57:00 AM,30-04-2016,10:34:00 PM,Business,Waverly Place,Whitebridge,6.8,10.9412,,14:37:00,14.61666667,0.465222349,,,
05-01-2016,01:45:00 PM,05-01-2016,01:53:00 PM,Business,Whitebridge,Westpark Place,2.1,3.3789,Meal/Entertain,00:08:00,0.133333333,15.75,,,
